time (days),flux (ppm),flux err (ppm)
-0.09920848819444443,999998.3566522236,36.29438513961452
-0.09762546458333334,999995.1094708673,36.29438513961452
-0.0960424409722222,999991.8599936925,36.29438513961452
-0.09445941736111109,999988.6082781049,36.29438513961452
-0.09287639374999998,999985.3543809248,36.29438513961452
-0.09129337013888886,999982.0983584465,36.29438513961452
-0.08971034652777775,999978.8196370585,36.29438513961452
-0.08812732291666663,999975.5388807022,36.29438513961452
-0.08654429930555552,999972.2767913883,36.29438513961452
-0.0849612756944444,999969.0127987356,36.29438513961452
-0.08337825208333328,999965.746957436,36.29438513961452
-0.08179522847222216,999962.4793220828,36.29438513961452
-0.08021220486111105,999959.2099472458,36.29438513961452
-0.07862918124999993,999955.9181776546,36.29438513961452
-0.07704615763888882,999952.6247610581,36.29438513961452
-0.0754631340277777,999949.3504764836,36.29438513961452
-0.07388011041666659,999946.0746726622,36.29438513961452
-0.07229708680555547,999942.7974051669,36.29438513961452
-0.07071406319444434,999939.5187299866,36.29438513961452
-0.06913103958333323,999936.2387035917,36.29438513961452
-0.06754801597222211,999932.9366098356,36.29438513961452
-0.065964992361111,999929.6332667983,36.29438513961452
-0.06438196874999988,999926.3495168008,36.29438513961452
-0.06279894513888877,999923.0646482621,36.29438513961452
-0.061215921527777654,999919.778720953,36.29438513961452
-0.05963289791666654,999916.4917954499,36.29438513961452
-0.05804987430555542,999913.2039331694,36.29438513961452
-0.05646685069444431,999909.894378103,36.29438513961452
-0.05488382708333319,999906.5840035754,36.29438513961452
-0.053300803472222075,999903.293699305,36.29438513961452
-0.05171777986111095,999900.0027137456,36.29438513961452
-0.050134756249999836,999896.7111129125,36.29438513961452
-0.04855173263888872,999893.4189637692,36.29438513961452
-0.046968709027777604,999890.1263342287,36.29438513961452
-0.04538568541666649,999886.8124495845,36.29438513961452
-0.04380266180555537,999883.4982200044,36.29438513961452
-0.042219638194444256,999880.2045630756,36.29438513961452
-0.04063661458333314,999876.9107075194,36.29438513961452
-0.039053590972222024,999873.616725743,36.29438513961452
-0.03747056736111091,999850.3099593672,36.29438513961452
-0.03588754374999979,999723.7802837206,36.29438513961452
-0.034304520138888676,999518.1815093249,36.29438513961452
-0.03272149652777756,999216.8985763447,36.29438513961452
-0.031138472916666445,998839.8926028755,36.29438513961452
-0.02955544930555533,998417.4147562841,36.29438513961452
-0.027972425694444213,997983.3305204884,36.29438513961452
-0.026389402083333097,997559.6808378493,36.29438513961452
-0.02480637847222198,997164.2495328909,36.29438513961452
-0.023223354861110865,996820.7055884264,36.29438513961452
-0.02164033124999975,996576.8367275443,36.29438513961452
-0.020057307638888633,996516.6633360218,36.29438513961452
-0.018474284027777517,996516.6633360218,36.29438513961452
-0.0168912604166664,996516.6633360218,36.29438513961452
-0.015308236805555285,996516.6633360218,36.29438513961452
-0.013725213194444169,996516.6633360218,36.29438513961452
-0.012142189583333051,996516.6633360216,36.29438513961452
-0.010559165972221935,996516.6633360218,36.29438513961452
-0.00897614236111082,996516.6633360218,36.29438513961452
-0.007393118749999704,996516.6633360218,36.29438513961452
-0.005810095138888588,996516.6633360218,36.29438513961452
-0.004227071527777471,996516.6633360218,36.29438513961452
-0.002644047916666355,996516.6633360218,36.29438513961452
-0.0010610243055552387,996516.6633360216,36.29438513961452
0.0005219993055558776,996516.6633360218,36.29438513961452
0.002105022916666994,996516.6633360218,36.29438513961452
0.0036880465277781102,996516.6633360218,36.29438513961452
0.005271070138889227,996516.6633360218,36.29438513961452
0.0068540937500003426,996516.6633360218,36.29438513961452
0.00843711736111146,996516.6633360218,36.29438513961452
0.010020140972222575,996516.6633360216,36.29438513961452
0.011603164583333691,996516.6633360218,36.29438513961452
0.013186188194444807,996516.6633360218,36.29438513961452
0.014769211805555923,996516.6633360218,36.29438513961452
0.01635223541666704,996516.6633360218,36.29438513961452
0.017935259027778157,996516.6633360218,36.29438513961452
0.019518282638889273,996516.6633360218,36.29438513961452
0.02110130625000039,996529.5633068703,36.29438513961452
0.022684329861111505,996647.4558849804,36.29438513961452
0.024267353472222624,996855.009433379,36.29438513961452
0.02585037708333374,997124.0000968208,36.29438513961452
0.027433400694444856,997432.3858748756,36.29438513961452
0.029016424305555972,997767.9829197101,36.29438513961452
0.030599447916667088,998123.3894038991,36.29438513961452
0.03218247152777821,998496.028320818,36.29438513961452
0.03376549513888932,998889.2180782182,36.29438513961452
0.03534851875000044,999292.42691484,36.29438513961452
0.036931542361111555,999608.2424765388,36.29438513961452
0.03851456597222267,999713.0968803897,36.29438513961452
0.04009758958333379,999710.1296945193,36.29438513961452
0.0416806131944449,999706.9263640326,36.29438513961452
0.04326363680555602,999703.7061800435,36.29438513961452
0.044846660416667135,999700.4894661569,36.29438513961452
0.04642968402777825,999697.2964803299,36.29438513961452
0.04801270763888937,999694.1070255357,36.29438513961452
0.04959573125000048,999690.9211501766,36.29438513961452
0.0511787548611116,999687.7389027154,36.29438513961452
0.052761778472222715,999684.5603317496,36.29438513961452
0.05434480208333383,999681.3654081043,36.29438513961452
0.055927825694444946,999678.1742990894,36.29438513961452
0.05751084930555606,999675.0071004016,36.29438513961452
0.05909387291666718,999671.8437760746,36.29438513961452
0.060676896527778294,999668.6843764797,36.29438513961452
0.06225992013888941,999665.5289525422,36.29438513961452
0.06384294375000053,999662.3775557982,36.29438513961452
0.06542596736111164,999659.2103362072,36.29438513961452
0.06700899097222277,999656.0472929672,36.29438513961452
0.06859201458333387,999652.9083472415,36.29438513961452
0.070175038194445,999649.7736426652,36.29438513961452
0.0717580618055561,999646.6432345551,36.29438513961452
0.07334108541666723,999643.5171790889,36.29438513961452
0.07492410902777834,999640.3955333299,36.29438513961452
0.07650713263888946,999637.2586454287,36.29438513961452
0.07809015625000057,999634.1263323334,36.29438513961452
0.07967317986111169,999631.0183256046,36.29438513961452
0.0812562034722228,999627.9149667283,36.29438513961452
0.08283922708333392,999624.8163173512,36.29438513961452
0.08442225069444503,999621.7224400195,36.29438513961452
0.08600527430555616,999618.6333981636,36.29438513961452
0.08758829791666728,999615.5297571986,36.29438513961452
0.08917132152777839,999612.4311340427,36.29438513961452
0.09075434513888951,999609.3570517389,36.29438513961452
0.09233736875000065,999606.2880677483,36.29438513961452
0.09392039236111174,999603.224249456,36.29438513961452
0.09550341597222284,999600.1656649064,36.29438513961452
0.09708643958333397,999597.1123827486,36.29438513961452
0.09866946319444511,999594.0452046354,36.29438513961452
