wave,sigma_ppm
2.665213926451948,502.5429917229555
2.6662174588861163,501.58281273106707
2.667220991320285,498.48013840904747
2.668224523754453,495.824070928727
2.6692280561886212,495.4456422842117
2.6702315886227894,495.12418774131237
2.671235121056958,494.290492447102
2.672238653491126,493.42658337967987
2.6732421859252944,493.1985882605733
2.6742457183594626,493.77686338734924
2.6752492507936307,494.7996084709769
2.6762527832277994,494.6716787075213
2.6772563156619675,493.3974642773798
2.678259848096136,492.6362396671369
2.679263380530304,492.5222004602939
2.680266912964472,492.2292109749529
2.6812704453986407,491.73073456949516
2.682273977832809,491.61256598703443
2.6832775102669775,491.61738616609455
2.684281042701145,491.47586501085135
2.685284575135314,491.412700273547
2.686288107569482,491.3298058095821
2.68729164000365,491.98394169233325
2.688295172437819,492.27683418305264
2.6892987048719865,491.70918264250736
2.690302237306155,491.7630956945493
2.6913057697403233,492.33151033810157
2.6923093021744915,492.8838939109354
2.69331283460866,493.10613465058947
2.694316367042828,493.30847017288363
2.6953198994769965,493.4623187012678
2.6963234319111646,493.04813455026755
2.697326964345333,491.9383839889924
2.6983304967795014,491.23301916263756
2.699334029213669,491.57209188569
2.700337561647838,492.14628469574257
2.701341094082006,491.8194994683865
2.702344626516174,491.05179469007805
2.7033481589503428,490.5482889527021
2.7043516913845105,490.28514826394104
2.705355223818679,490.7129352410581
2.7063587562528473,491.73344695842457
2.7073622886870155,492.3977719571891
2.708365821121184,491.2928585433666
2.7093693535553522,490.28413594760127
2.7103728859895204,490.6156198299167
2.7113764184236886,490.904169798276
2.712379950857857,489.4155474470992
2.7133834832920254,487.93367457263525
2.7143870157261936,487.3912708442743
2.7153905481603617,487.4164313147028
2.7163940805945304,487.76182898889124
2.717397613028698,488.1610471803689
2.7184011454628667,488.2640542266267
2.7194046778970353,488.51347341825215
2.720408210331203,488.2669627395541
2.7214117427653712,487.5447134318636
2.72241527519954,486.584222465863
2.723418807633708,486.3485733310411
2.7244223400678766,486.7885312370678
2.7254258725020444,486.95427120214123
2.726429404936213,486.7738838610951
2.727432937370381,485.78026632282047
2.7284364698045493,484.8002456584783
2.729440002238718,484.43671494386143
2.7304435346728857,484.23558487728326
2.7314470671070543,484.0157589434611
2.7324505995412225,484.20849592984314
2.7334541319753907,484.6270559845861
2.7344576644095593,484.6255221205019
2.735461196843727,484.2424819777244
2.7364647292778956,484.1807355794723
2.737468261712064,484.9123398105895
2.738471794146232,486.4276976940172
2.7394753265804006,486.12589391793256
2.7404788590145683,484.72299627804284
2.741482391448737,484.22447864311056
2.742485923882905,484.72193150069234
2.7434894563170733,484.27266849217494
2.744492988751242,483.24299525586787
2.7454965211854097,482.69410602730176
2.7465000536195783,482.65976892301114
2.7475035860537464,483.1521380709343
2.7485071184879146,483.7613189372426
2.7495106509220832,484.0570817823009
2.7505141833562514,484.12934445879534
2.7515177157904196,484.29947626761486
2.7525212482245878,484.93135573616973
2.7535247806587564,486.16786949158086
2.7545283130929246,487.6785551740519
2.7555318455270927,488.634273309056
2.756535377961261,489.1403072663669
2.757538910395429,489.62450467054396
2.7585424428295973,490.029918175148
2.759545975263766,490.6582571444603
2.7605495076979345,490.7984784380957
2.7615530401321022,490.54988506543424
2.7625565725662704,490.77610110666717
2.763560105000439,490.48120165070713
2.764563637434607,490.3830640585508
2.765567169868776,490.6069686405136
2.7665707023029436,490.4778993672187
2.767574234737112,490.1732890253714
2.7685777671712803,489.8621475458068
2.7695812996054485,489.81549143077274
2.770584832039617,490.0954879857144
2.771588364473785,490.51271615754496
2.7725918969079535,490.8301914730382
2.7735954293421217,490.5071917064833
2.77459896177629,490.18501916612837
2.7756024942104585,490.12889471227237
2.776606026644626,489.68097450233086
2.777609559078795,489.1146499848749
2.778613091512963,488.4854022767989
2.779616623947131,488.1258616776316
2.7806201563813,488.3728263783396
2.7816236888154675,488.99219422715197
2.782627221249636,488.6665541068709
2.7836307536838043,487.3910250330516
2.7846342861179725,486.7487858840212
2.785637818552141,486.85841000123935
2.786641350986309,486.74351774028696
2.7876448834204774,486.2415910121089
2.7886484158546456,485.5762143923899
2.789651948288814,485.0475228894657
2.7906554807229824,484.94574895105876
2.79165901315715,484.87992110537846
2.7926625455913188,484.53452869914423
2.793666078025487,483.9593583817431
2.7946696104596556,483.3341259583233
2.7956731428938237,482.97085011249754
2.796676675327992,482.84050482688974
2.79768020776216,482.80386509067336
2.7986837401963283,482.7967944882522
2.7996872726304964,482.8680999996832
2.800690805064665,483.1828251690215
2.8016943374988337,483.3497527716132
2.8026978699330014,482.8920981995874
2.8037014023671696,482.5420538747106
2.804704934801338,482.04283307004755
2.8057084672355064,481.484808296568
2.806711999669675,481.2506876646532
2.8077155321038427,480.90021337395996
2.8087190645380113,480.791877558572
2.8097225969721795,481.234004887359
2.8107261294063477,481.6137997686738
2.8117296618405163,481.3109083082408
2.812733194274684,480.92415503717916
2.8137367267088527,480.8792802945496
2.814740259143021,480.9444057268494
2.815743791577189,480.99757191960816
2.8167473240113576,480.72123923497793
2.8177508564455254,480.62698319171125
2.818754388879694,481.02412149162456
2.819757921313862,481.35928726927165
2.8207614537480303,481.2064696899524
2.821764986182199,480.9289964093207
2.8227685186163667,480.7767974731602
2.8237720510505353,480.71496477910364
2.8247755834847035,480.7404624546716
2.8257791159188717,480.91222113365285
2.8267826483530403,481.15339710653933
2.827786180787208,481.24251643068044
2.8287897132213766,481.1661401010837
2.829793245655545,481.20049031010984
2.830796778089713,481.30000887516377
2.8318003105238816,481.4455951273611
2.8328038429580493,481.6564934672347
2.833807375392218,481.5793457357677
2.834810907826386,481.5453173470597
2.8358144402605543,481.7593782607405
2.836817972694723,482.0598950439703
2.837821505128891,482.3928415324005
2.8388250375630593,482.8466110815977
2.8398285699972274,483.69765131433763
2.8408321024313956,483.8705826315351
2.8418356348655642,483.3842437950502
2.8428391672997324,483.3238703211018
2.8438426997339006,483.62481020703706
2.8448462321680688,483.666052625634
2.8458497646022374,483.3353227470062
2.8468532970364056,483.12181425766494
2.847856829470574,483.12651597953493
2.848860361904742,483.5249623607443
2.8498638943389105,484.0955779905119
2.8508674267730787,484.49836047264694
2.851870959207247,484.766690904979
2.8528744916414155,485.23159592843587
2.853878024075583,485.90320844387014
2.854881556509752,486.37062809502083
2.85588508894392,487.34605763507955
2.856888621378088,487.3278111632971
2.857892153812257,486.15964203943287
2.8588956862464245,485.9355009914256
2.859899218680593,486.28649065420973
2.8609027511147613,486.2164109321412
2.8619062835489295,486.17995959523216
2.862909815983098,485.98559673293175
2.863913348417266,485.58241289904475
2.8649168808514345,485.5568317672033
2.8659204132856027,485.9735790142551
2.866923945719771,486.6701382661474
2.8679274781539394,487.4001289639132
2.868931010588107,487.95922511605266
2.869934543022276,488.8499970611805
2.870938075456444,489.6970846676492
2.871941607890612,489.95643623378385
2.8729451403247808,489.5420866189734
2.8739486727589485,488.95887296675613
2.874952205193117,488.42214136879926
2.8759557376272853,487.63686912470894
2.8769592700614535,487.0844397823147
2.877962802495622,486.93572472791095
2.8789663349297903,486.9351347573474
2.8799698673639584,487.04463920603524
2.8809733997981266,487.2598691848265
2.881976932232295,487.4995401888544
2.8829804646664634,487.78112944045
2.8839839971006316,488.53506931364615
2.8849875295347998,489.65323742173695
2.885991061968968,490.299093593447
2.8869945944031365,490.87895321159345
2.8879981268373047,490.4908886332948
2.8890016592714733,489.6385576596622
2.890005191705641,489.5381454794033
2.8910087241398097,489.66475979742376
2.892012256573978,489.75014895722046
2.893015789008146,489.99329587387354
2.8940193214423147,490.01538359205716
2.8950228538764824,489.8784520644378
2.8960263863106506,489.9500547092591
2.897029918744819,490.31423124979335
2.8980334511789874,490.71769836363086
2.899036983613156,490.8530896830912
2.9000405160473237,491.1977701658008
2.9010440484814923,491.53713788655176
2.9020475809156605,491.59094582267494
2.9030511133498287,491.6269323987835
2.9040546457839973,491.74111221415666
2.905058178218165,492.0891881549394
2.9060617106523337,492.41869355272644
2.907065243086502,492.3805533104394
2.90806877552067,492.3882072237698
2.9090723079548386,492.5715523004596
2.9100758403890064,492.8127825584942
2.911079372823175,493.1321387562106
2.912082905257343,493.5707069339608
2.9130864376915113,493.9704445735735
2.91408997012568,494.13837045813057
2.9150935025598477,494.2856792889812
2.9160970349940163,494.3218705987412
2.9171005674281845,494.28021365994874
2.9181040998623526,494.41180366916876
2.9191076322965213,494.6513990436662
2.920111164730689,494.96236832684417
2.9211146971648576,495.4928429046107
2.922118229599026,496.1449894852817
2.923121762033194,496.4723679281188
2.9241252944673626,496.5375658069004
2.9251288269015308,496.7558846076996
2.926132359335699,497.0852680768143
2.927135891769867,497.7250730287181
2.9281394242040357,499.0029061156027
2.929142956638204,499.1612574662768
2.9301464890723725,498.3239261994729
2.9311500215065402,498.1029805029969
2.932153553940709,498.4779088843223
2.933157086374877,499.07495467375566
2.934160618809045,499.7101809387218
2.935164151243214,500.08521124348346
2.9361676836773816,500.53416806498467
2.9371712161115497,501.52445842849534
2.9381747485457184,502.46365175935324
2.9391782809798865,502.30072933121227
2.940181813414055,501.92028452752686
2.941185345848223,502.00911120157076
2.9421888782823915,502.66401278613614
2.9431924107165597,503.4888400891158
2.944195943150728,503.5703199284945
2.9451994755848965,503.48713171696926
2.946203008019064,503.7004096263296
2.947206540453233,503.7227540242324
2.948210072887401,503.7499114045545
2.949213605321569,504.17519948752454
2.950217137755738,504.6951343229101
2.9512206701899055,505.0717163595024
2.952224202624074,505.4025271630249
2.9532277350582423,505.7053580748396
2.9542312674924105,506.1623095812597
2.955234799926579,506.57768951208897
2.956238332360747,506.858026086671
2.9572418647949155,507.18804848704195
2.9582453972290836,507.63819920140037
2.959248929663252,508.35835968391217
2.9602524620974204,509.0884316068471
2.961255994531588,509.46357601327736
2.962259526965757,509.681449389212
2.963263059399925,510.2765168300466
2.964266591834093,510.98883675024774
2.9652701242682618,511.1680956733597
2.96627365670243,511.34103431356436
2.967277189136598,511.8543851775226
2.9682807215707663,512.8323950481517
2.969284254004935,514.3364926791132
2.970287786439103,515.1310749789386
2.9712913188732712,514.6137727529737
2.9722948513074394,514.091365267948
2.973298383741608,513.963475715495
2.9743019161757758,514.0996485307807
2.9753054486099444,514.4716146095996
2.976308981044113,514.6639609559189
2.9773125134782807,514.7967263503605
2.978316045912449,515.2259550562884
2.9793195783466175,515.6299781799215
2.9803231107807857,515.8612065627158
2.9813266432149543,516.1952052933705
2.982330175649122,516.5312379815747
2.9833337080832907,516.8677188715924
2.984337240517459,517.2972230827348
2.985340772951627,517.7945026943557
2.9863443053857956,518.4742504504459
2.9873478378199634,519.2672758464081
2.988351370254132,519.6601594650006
2.9893549026883,519.8456126120966
2.9903584351224684,519.9931404239372
2.991361967556637,520.0257481719624
2.9923654999908047,520.1603573800122
2.9933690324249733,520.4735377808031
2.9943725648591415,520.842431352922
2.9953760972933097,521.3459236143308
2.9963796297274783,521.9695090608467
2.997383162161646,522.3070085209127
2.9983866945958146,522.5741792307767
2.999390227029983,523.1419028083591
3.000393759464151,523.3165680633194
3.0013972918983196,522.9899292423028
3.0024008243324873,522.9231695807185
3.003404356766656,523.2474685726075
3.004407889200824,523.6812383114549
3.0054114216349923,524.0537187170085
3.006414954069161,524.5243571221255
3.007418486503329,525.2248272440013
3.0084220189374973,525.6009677681157
3.0094255513716655,525.5870857265643
3.010429083805834,525.6581663355992
3.0114326162400022,525.8531959353971
3.0124361486741704,526.1728121890792
3.0134396811083386,526.7174691309681
3.0144432135425068,527.3264624382623
3.015446745976675,527.612961420555
3.0164502784108436,527.699216838372
3.017453810845012,527.902772815665
3.01845734327918,528.2970101025901
3.019460875713348,528.9409744719643
3.0204644081475167,529.5212115655303
3.021467940581685,529.8756185805553
3.0224714730158535,530.4909635435043
3.0234750054500212,531.5664459264442
3.02447853788419,532.2948516315051
3.025482070318358,532.4780700153393
3.026485602752526,532.9475049899005
3.027489135186695,533.3713158408137
3.0284926676208626,533.3576085605177
3.029496200055031,533.4820937227433
3.0304997324891993,533.9133161601732
3.0315032649233675,534.440203864211
3.032506797357536,535.0041272414707
3.033510329791704,535.665977254486
3.0345138622258725,536.4402956867956
3.0355173946600407,537.3625014715587
3.036520927094209,538.466176048588
3.0375244595283775,539.8613859473824
3.038527991962545,541.6434541104666
3.039531524396714,542.8044125511544
3.040535056830882,542.3007381657516
3.04153858926505,541.2468398072285
3.042542121699219,540.5887688969323
3.0435456541333865,540.5254711838429
3.044549186567555,541.0868780925535
3.0455527190017233,541.3246810994858
3.0465562514358915,541.1344340508423
3.04755978387006,541.3376168004196
3.048563316304228,541.5278838294661
3.0495668487383965,541.3556086114622
